cal_year,engine_cc,vehicle_value,age,ncd_level,gross_amount
2022,600,21024,47,3,3569.139665
2024,600,18080,41,2,28199.79652
2021,689,20739,44,5,8544.387661
2023,689,20739,46,4,22739.70074
2023,689,20739,46,4,3625.044463
2020,3802,65000,46,1,6607.735488
2024,600,9314,63,5,14360.99746
2019,1572,34844,41,1,28748.38314
2019,1572,34844,41,1,27407.75029
2023,1572,34844,45,3,6644.634883
2022,600,14127,43,2,3159.125663
2024,600,14127,45,1,10313.82467
2023,600,7848,60,5,9166.845794
2022,600,12882,43,5,1000.104649
2021,600,11095,34,2,4347.764863
2022,600,11095,35,0,5696.975097
2019,600,15614,33,3,10908.05925
2021,600,15614,35,2,10835.37696
2021,1653,44719,40,2,1857.646615
2021,1653,44719,40,2,22184.85796
2022,1653,44719,41,0,9943.740583
2022,600,17618,43,0,12806.01027
2023,600,15430,52,1,2444.909658
2024,600,15430,53,0,45220.83298
2024,979,31288,37,3,5618.231688
2018,4792,90000,46,1,31730.37451
2023,1527,36322,34,5,32124.55933
2024,1527,36322,35,3,21594.87421
2021,760,23810,38,1,6582.937218
2021,760,23810,38,1,6148.997611
2021,760,23810,38,1,52982.13915
2023,760,23810,40,1,5003.515738
2018,1038,27719,20,0,2783.378834
2022,1038,27719,24,3,14254.55059
2022,1038,27719,24,3,1965.31554
2023,1038,27719,25,1,18309.58126
2018,662,15811,45,2,15208.5814
2020,662,15811,47,1,2637.476047
2019,724,16817,28,1,7338.878224
2019,724,16817,28,1,3713.262247
2020,724,16817,29,0,1861.747935
2020,724,16817,29,0,14428.55544
2022,724,16817,31,1,54289.59212
2021,600,11349,46,3,12875.62887
2018,600,18310,26,3,21045.68656
2020,600,18310,28,2,2505.163023
2021,600,18310,29,0,14464.58015
2021,690,18085,23,1,2957.271385
2020,600,16766,45,2,7421.897895
2020,1947,42646,45,2,16259.21841
2018,5024,90000,20,1,8606.100787
2018,5024,90000,20,1,5601.908669
2020,5024,90000,22,1,16856.73663
2022,1597,41163,50,2,3254.989166
2022,1597,41163,50,2,3159.021632
2021,600,15017,26,2,11696.12208
2018,600,18065,34,0,3595.386281
2019,600,18065,35,0,11179.86075
2024,600,18065,40,4,3723.854516
2021,1611,32237,50,2,3610.262746
2016,600,15005,24,0,4691.160022
2019,600,15005,27,2,8708.723477
2019,1178,26455,52,4,20882.36894
2020,600,13237,56,1,12265.36687
2024,600,13620,35,0,12334.53658
2017,1234,38020,57,2,49539.55836
2024,2446,59698,48,2,47854.31968
2022,600,10209,41,1,2249.393659
2021,600,17925,48,1,11106.60035
2022,1511,36004,23,0,15493.7654
2022,600,14277,41,3,3812.471505
2020,600,14682,39,3,10140.36405
2020,600,13718,32,2,6031.613247
2022,1636,44642,39,2,76597.90442
2024,1636,44642,41,1,48378.44158
2024,1636,44642,41,1,16592.33881
2019,1352,37010,40,2,27316.31211
2019,1352,37010,40,2,5956.583894
2019,600,10607,55,5,15808.93602
2020,600,11666,57,3,760.8241325
2024,600,15680,46,2,4270.852471
2021,811,20404,45,1,2649.536173
2022,811,20404,46,0,8535.97522
2023,600,11942,32,2,4165.344332
2019,2770,63291,59,3,27620.01634
2018,1485,36671,42,2,4348.186268
2018,1485,36671,42,2,16133.70194
2019,1485,36671,43,0,7242.029419
2019,1485,36671,43,0,16324.27793
2021,1176,27278,60,3,3582.440096
2024,797,15524,41,1,5078.317294
2022,600,15188,41,1,2143.792193
2019,600,14227,33,1,9768.681313
2024,600,16115,73,3,9681.527745
2018,731,17662,22,1,13512.59415
2019,731,17662,23,0,4191.685727
2020,731,17662,24,0,9525.493178
2020,731,17662,24,0,5115.184361
2021,731,17662,25,0,14643.62709
2021,731,17662,25,0,13824.78474
2016,918,27500,22,0,15458.38124
2019,918,27500,25,2,19939.12566
2020,918,27500,26,0,5245.754448
2020,600,12943,53,2,11426.05423
2021,600,12943,54,0,2886.170099
2022,600,12943,55,0,24506.27963
2023,600,12720,38,1,1681.396144
2022,3145,68231,30,3,14147.91288
2023,3145,68231,31,1,9809.382096
2023,3145,68231,31,1,5059.556562
2024,3145,68231,32,0,7105.789889
2024,3145,68231,32,0,3216.951119
2023,600,17833,58,5,5067.136796
2018,600,10685,20,0,5537.068026
2020,600,10685,22,1,2219.809902
2020,600,10685,22,1,26443.65101
2021,600,10685,23,0,3824.27711
2022,600,10685,24,0,9939.671987
2018,2428,57491,36,2,17509.92436
2022,600,12688,74,3,17884.15943
2022,600,12688,74,3,3767.258319
2022,600,14986,27,1,11222.6552
2021,1277,32130,42,4,2203.110358
2023,1277,32130,44,3,2592.046679
2021,600,13975,25,1,2815.358577
2021,600,13975,25,1,9201.406393
2021,600,13975,25,1,1196.14179
2021,600,13975,25,1,9481.778448
2022,600,13975,26,0,1445.981079
2022,600,13975,26,0,5257.663779
2023,814,15629,26,1,6976.548739
2023,814,15629,26,1,955.9634364
2024,814,15629,27,0,1208.056758
2019,1435,35847,42,4,2315.422688
2019,1435,35847,42,4,15639.16509
2024,1124,27962,40,5,7430.200174
2024,1740,37663,53,4,4069.579809
2024,1617,45330,30,1,31831.55379
2024,2632,65713,47,1,11323.47434
2022,600,11856,46,2,7733.561863
2023,600,11856,47,0,343.9721993
2024,1611,42712,84,3,16430.1145
2022,790,21919,34,2,9445.119226
2023,600,12623,57,3,19560.1951
2024,600,12623,58,1,5592.007951
2024,3131,81721,53,3,25391.07804
2017,600,13665,22,1,2968.884893
2018,600,13665,23,0,1607.554682
2022,600,13665,27,3,8811.500008
2019,600,14312,33,2,9209.660669
2017,676,28337,42,1,10098.08436
2019,676,28337,44,1,10621.65262
2016,647,18585,32,1,5425.225821
2017,647,18585,33,0,9167.205466
2018,600,12446,31,3,2428.324527
2018,600,12446,31,3,25684.07212
2022,602,16460,62,5,2978.272718
2024,602,16460,64,4,11000.04031
2024,600,14694,44,1,5831.448613
2021,1104,24320,31,2,4795.201641
2018,600,11907,38,3,15209.83787
2018,600,11907,38,3,12152.31623
2022,827,21743,67,2,2371.910341
2018,1207,37456,59,2,7434.513426
2022,1207,37456,63,3,5797.750816
2022,1207,37456,63,3,4277.228761
2017,600,13110,26,1,13152.51233
2018,600,13110,27,0,3081.112713
2019,600,14564,37,3,924.4951264
2022,926,26589,45,3,7137.741565
2023,2966,71592,52,3,10953.80081
2021,823,32437,58,4,30445.27419
2019,882,15276,27,3,3097.295542
2019,882,15276,27,3,13773.46515
2020,882,15276,28,1,3641.393343
2020,882,15276,28,1,4367.331309
2020,944,24249,54,1,11841.81482
2020,944,24249,54,1,1595.290959
2018,960,27282,25,1,6198.872968
2018,960,27282,25,1,4848.340436
2019,783,26117,50,2,10884.02949
2023,783,26117,54,1,18347.96752
2023,783,26117,54,1,6820.39527
2023,1594,42373,67,5,20946.09783
2018,1099,29247,40,0,11658.04716
2021,1099,29247,43,2,9240.997289
2018,600,15657,51,2,4759.360657
2020,600,15657,53,1,6448.706536
2024,600,15657,57,3,8532.240399
2022,600,12252,36,2,18145.1344
2022,600,17161,59,5,10553.08499
2023,600,17161,60,3,28318.66165
2022,600,11670,61,4,1664.384664
2018,600,15856,41,2,2985.306186
2019,600,15856,42,0,8954.916263
2019,600,15856,42,0,10201.19662
2021,600,15856,44,1,12645.64842
2022,1169,27469,36,3,17936.98377
2017,600,13751,55,2,4138.075058
2019,1302,31732,62,3,17758.23192
2024,753,16646,49,3,6424.840059
2024,753,16646,49,3,14594.1304
2024,967,20737,57,5,1211.930136
2018,1990,46446,47,3,16967.18522
2023,617,21017,36,0,52820.74752
2018,600,9561,65,3,10601.40871
2019,600,9561,66,1,4807.952301
2019,600,9561,66,1,4089.014022
2021,600,9561,68,1,3092.137888
2021,600,13401,46,4,7648.737463
2020,886,20938,26,3,11360.28279
2023,600,13742,39,2,9871.840104
2023,600,14643,44,3,18030.44189
2022,1288,31184,23,5,3538.876565
2023,1288,31184,24,3,7583.017063
2021,600,11724,29,2,4652.051171
2017,678,17196,26,1,18423.36388
2021,600,12106,54,4,13029.16551
2016,600,8631,29,1,12467.7598
2019,600,8631,32,2,19278.21388
2020,600,8631,33,0,40745.75063
2020,600,8631,33,0,39271.14075
2022,600,10232,43,3,9083.098563
2022,600,10232,43,3,31757.12722
2022,600,14058,61,5,5020.947633
2021,664,18118,25,3,12714.5376
2016,1773,51840,31,0,10118.57522
2018,1773,51840,33,1,5676.769011
2018,1773,51840,33,1,3489.398713
2022,600,14577,50,5,12856.91237
2022,1030,25982,34,2,11427.40935
2021,664,18098,35,1,2608.957502
2021,664,18098,35,1,20595.87637
2019,1465,37779,31,1,9352.531273
2018,2174,52084,50,4,169977.5708
2019,2174,52084,51,2,37886.42207
2021,604,19733,64,5,5725.777188
2021,604,19733,64,5,15331.01412
2022,604,19733,65,3,886.2225293
2023,994,31806,56,3,3191.280488
2023,994,31806,56,3,10053.34808
2022,1064,27887,52,3,18768.49665
2020,4137,89275,34,3,7926.264837
2020,4137,89275,34,3,7600.517918
2020,4137,89275,34,3,17661.08412
2021,4137,89275,35,1,2404.13528
2024,600,8064,29,5,4806.349454
2019,665,15970,50,2,10164.23352
2020,1808,54941,72,3,20375.58542
2021,1808,54941,73,1,7747.493358
2023,1808,54941,75,1,7207.516604
2017,1737,53959,48,3,13301.90299
2017,1737,53959,48,3,24888.6958
2017,1737,53959,48,3,20995.50512
2017,1737,53959,48,3,30394.22201
2018,1737,53959,49,1,15350.23399
2019,1737,53959,50,0,55290.59253
2019,1737,53959,50,0,7196.427891
2021,1737,53959,52,1,34969.58701
2019,1705,35539,50,3,1317.068357
2020,1029,23075,25,2,28305.75
2022,1029,23075,27,1,18361.6329
2022,1029,23075,27,1,8127.136163
2023,1029,23075,28,0,9305.0208
2020,600,12503,34,3,6599.472099
2022,600,12503,36,2,30070.79777
2019,1328,36716,24,3,2748.955996
2020,1328,36716,25,1,56205.94936
2020,1328,36716,25,1,24144.38073
2022,638,18378,88,5,19242.2122
2022,600,8277,35,5,440.3601002
2019,600,11691,21,4,21854.17939
2019,600,11691,21,4,4662.429971
2019,600,11691,21,4,10108.60512
2024,1130,28401,48,2,8208.074178
2017,2881,63568,45,3,10182.44207
2017,2881,63568,45,3,5584.411132
2023,600,12789,47,5,34281.39333
2022,775,17402,48,3,6827.657999
2019,600,16087,50,3,17825.72572
2023,996,27226,38,3,8414.880791
2024,996,27226,39,2,16659.25067
2023,1139,25501,62,5,4834.181867
2022,600,11212,66,5,2671.034715
2018,600,11173,48,1,11226.99863
2020,600,11173,50,1,5639.049887
2022,600,12139,64,2,11531.63032
2020,600,9224,47,1,10602.22235
2021,600,9224,48,0,7078.60635
2022,600,9224,49,0,2266.627477
2017,600,11394,30,2,14479.4552
2019,687,20225,80,2,3225.553423
2023,687,20225,84,3,13419.96987
2023,687,20225,84,3,7313.100854
2021,924,19440,44,2,9466.816394
2020,600,15145,36,0,4804.928523
2022,600,10347,26,1,7070.051385
2024,600,14073,38,5,22115.19597
2024,600,14073,38,5,1907.576685
2024,600,14073,38,5,13622.16588
2019,600,14421,39,0,11148.16274
2021,600,14421,41,1,7249.814468
2021,1158,43003,51,4,25653.73804
2023,600,9895,44,2,33005.21584
2020,939,24279,33,2,3018.232946
2021,600,12586,42,2,7902.903721
2021,600,12586,42,2,5452.243649
2021,600,12586,42,2,2295.42778
2016,600,15667,40,1,6309.663591
2017,600,15667,41,0,37474.4275
2019,600,15667,43,1,5454.548497
2021,600,15667,45,1,6231.855908
2021,888,24161,29,0,20233.1886
2023,888,24161,31,1,6135.867671
2023,888,24161,31,1,10977.82797
2017,875,23346,25,1,3285.457752
2017,875,23346,25,1,11167.31687
2022,1467,44821,35,1,46557.93264
2023,1467,44821,36,0,78638.63262
2023,1467,44821,36,0,20387.63012
2021,1951,51842,37,2,21655.81754
2023,1951,51842,39,1,8396.003323
2024,884,24337,71,5,3502.994777
2019,965,25180,44,2,24900.5714
2021,965,25180,46,1,7518.432367
2021,965,25180,46,1,12924.69144
2022,965,25180,47,0,27076.50115
2024,600,11993,46,2,8989.774302
2023,1174,33934,44,3,67837.5179
2020,600,8703,29,3,2727.192196
2023,600,8703,32,3,4226.82192
2023,600,8703,32,3,17025.53127
2018,1635,43045,37,2,40772.9621
2019,1635,43045,38,0,29611.25107
2023,1413,36069,51,2,9194.71183
2020,600,18021,45,4,12586.88942
2019,600,15759,59,3,4610.401283
2017,1655,38127,36,1,8186.048258
2024,832,12949,40,2,7244.328058
2024,685,17806,64,4,8298.469243
2018,600,17052,48,2,11960.68833
2023,1688,41280,59,1,3460.616596
2018,600,12318,42,2,9037.808717
2022,600,12318,46,3,4202.507834
2018,781,18275,41,0,1032.566316
2021,1029,23629,39,1,24260.77368
2021,1029,23629,39,1,9146.38061
2019,600,12499,56,0,4740.703693
2016,600,16683,39,0,13597.11713
2018,600,16683,41,1,5533.092128
2018,600,16683,41,1,5576.691054
2018,600,16683,41,1,2548.142608
2023,600,10717,39,1,9170.333809
2021,600,18117,47,3,9940.092368
2021,600,11865,70,3,13769.35993
2022,600,11865,71,1,18260.94379
2023,600,11865,72,0,24976.00535
2019,4190,100778,59,2,42216.33904
2023,4190,100778,63,3,10098.08853
2019,2836,65518,24,3,1852.170945
2021,2836,65518,26,2,19892.39821
2022,600,13438,31,1,17861.6305
2022,600,15077,38,4,1776.309054
2016,729,10263,38,1,3807.111817
2019,729,10263,41,2,20708.96672
2022,729,10263,44,2,7468.388613
2020,600,16428,42,4,10465.48624
2023,1753,44579,46,5,15165.00361
2023,600,7037,46,3,5426.842891
2019,1725,39196,44,4,6696.942793
2021,1725,39196,46,3,5042.803098
2021,600,14617,40,1,20112.46364
2019,600,12737,47,4,11898.89977
2024,1122,26775,58,5,7136.176595
2020,2876,69099,33,1,9353.994462
2021,2876,69099,34,0,6677.412241
2017,600,10252,47,1,3152.66257
2020,600,17320,29,5,2056.394291
2016,600,8142,27,1,4396.952618
2024,600,14059,60,5,17249.95371
2022,600,10701,34,2,9653.862266
2023,600,10701,35,0,11713.30073
2024,600,10701,36,0,3911.856246
2017,978,25411,41,1,4761.531754
2019,978,25411,43,1,510.6304024
2021,978,25411,45,1,3887.694385
2021,978,25411,45,1,9271.460721
2024,788,19035,43,1,23085.54664
2023,600,12049,43,5,10654.0134
2022,992,22563,54,3,6136.349059
2023,896,19827,68,5,1848.261434
2021,600,15251,44,4,7182.899421
2021,600,15251,44,4,20236.56956
2024,600,20239,40,4,18394.76699
2022,600,12569,51,4,8262.140535
2024,600,12569,53,3,10347.71814
2023,687,13212,77,4,15772.32038
2023,687,13212,77,4,5918.388333
2023,1064,30942,37,0,8012.51786
2020,600,21242,47,4,7202.415563
2021,600,12841,35,1,3316.587364
2019,600,20764,30,1,10607.20121
2024,1752,44493,50,0,18082.83601
2021,600,17354,39,2,5712.954519
2021,600,17354,39,2,9763.161505
2019,660,22021,50,0,15197.77591
2019,660,22021,50,0,7541.472172
2020,600,9227,50,4,10222.55225
2019,1380,35063,52,2,7045.287751
2020,616,13148,22,2,7331.855211
2021,616,13148,23,0,10223.66174
2021,616,13148,23,0,6107.380369
2017,600,15329,30,0,13991.43984
2023,600,11128,38,2,37543.39302
2024,600,11128,39,0,13015.63396
2018,695,15048,55,3,2416.251451
2017,974,14318,27,0,8828.472996
2024,974,14318,34,5,6958.824422
2019,2126,56460,23,0,29376.52468
2020,2126,56460,24,0,22790.63635
2020,2126,56460,24,0,45183.60846
2021,2126,56460,25,0,52231.13957
2021,2126,56460,25,0,19471.44455
2021,2126,56460,25,0,16336.81094
2021,2126,56460,25,0,6805.071087
2021,2126,56460,25,0,27003.03199
2021,2126,56460,25,0,5437.289788
2021,2126,56460,25,0,3872.15824
2021,2126,56460,25,0,40223.30534
2022,2126,56460,26,0,145760.5808
2023,2126,56460,27,0,24092.31684
2023,2126,56460,27,0,16068.51169
2023,2126,56460,27,0,39117.15978
2023,2126,56460,27,0,52323.64649
2024,2126,56460,28,0,1830.334397
2024,2126,56460,28,0,10501.03485
2019,2664,61167,44,2,4738.611674
2023,2268,55962,41,5,3003.202348
2023,2268,55962,41,5,28383.41402
2020,914,19218,31,2,25925.53844
2021,914,19218,32,0,4636.527848
2022,914,19218,33,0,11059.81209
2022,600,12679,29,2,3483.242136
2024,600,13906,50,3,9127.261099
2022,600,11528,49,4,3494.055071
2022,600,11528,49,4,3022.607283
2022,600,11528,49,4,11207.89046
2022,600,11528,49,4,6420.286063
2021,1723,40512,46,2,22023.89845
2022,1723,40512,47,0,2605.935193
2022,619,23276,50,3,2263.898328
2023,619,23276,51,1,8216.010782
2017,600,15505,68,3,7832.881071
2018,600,17239,19,0,16239.3136
2019,600,17239,20,0,5504.473103
2020,600,17239,21,0,7717.049663
2020,600,17239,21,0,21248.74137
2017,1059,26849,30,2,5291.61183
2019,600,14906,46,3,8906.569866
2022,600,14906,49,3,10309.58692
2018,600,7956,50,3,9263.007735
2019,600,7956,51,1,1337.896058
2021,779,23164,54,2,4716.723368
2024,600,9599,65,2,7077.79795
2023,600,16882,37,4,19853.48073
2023,600,11628,32,3,3914.216549
2018,600,9981,46,2,1734.328153
2020,600,14684,56,2,2833.062952
2021,600,14684,57,0,479.8115544
2022,600,14566,29,2,22938.13818
2023,600,14566,30,0,5743.530847
2017,600,15567,29,1,8506.65108
2020,1406,29726,38,5,23314.2798
2021,1406,29726,39,3,6388.052792
2022,1406,29726,40,1,2419.274983
2022,996,23133,55,4,13199.35003
2022,600,9790,51,3,10723.97594
2023,600,10563,24,1,185.5725588
2024,600,10563,25,0,21830.32598
2020,1421,34958,34,3,38711.63828
2021,1421,34958,35,1,17037.27655
2024,600,8710,48,2,5747.989604
2024,747,17557,26,1,12922.15912
2024,747,17557,26,0,24878.45825
2024,747,17557,26,0,44069.5683
2017,851,20738,56,1,9679.214123
2024,851,20738,63,5,50708.7692
2016,921,25326,40,1,18604.31949
2016,921,25326,40,1,6591.906713
2018,921,25326,42,1,989.2873732
2019,921,25326,43,0,3497.58173
2024,600,14061,49,3,7304.61668
2021,684,15837,41,2,36028.98986
2023,600,12189,56,1,4432.004537
2023,600,12189,56,1,7917.497075
2021,1808,45548,59,2,33526.61068
2023,1010,32943,47,5,5381.862705
2022,600,14593,30,3,7956.382289
2019,1057,32104,27,1,9950.987845
2024,600,9020,53,3,7432.639233
2017,1517,39719,44,2,9376.44671
2024,1517,39719,51,5,23572.4804
2024,1517,39719,51,5,31081.52138
2021,600,11724,33,5,8043.137226
2023,600,11724,35,4,18658.08134
2020,600,15195,39,2,14944.00054
2021,600,15195,40,0,9421.916479
2020,903,23205,28,1,1050.365543
2022,607,13435,31,0,7442.896447
2024,600,11772,51,2,2738.550241
2022,952,25743,40,5,1362.289676
2022,600,10519,37,3,3988.47456
2022,600,10519,37,3,9169.266826
2024,600,10519,39,2,9987.203289
2017,816,18043,20,1,6150.825524
2022,816,18043,25,2,10512.39616
2022,816,18043,25,2,6470.719875
2020,600,10242,25,1,3898.808935
2024,1216,27500,42,5,18682.51591
2022,4021,90000,35,3,24261.29587
2022,4021,90000,35,3,37853.33175
2022,4021,90000,35,3,7742.09049
2023,822,26909,38,2,23118.91524
2024,822,26909,39,1,13714.41474
2018,600,10319,32,1,20828.19983
2022,600,13128,52,2,7826.91248
2022,600,13128,52,2,17447.82381
2023,600,10036,34,0,6959.110153
2024,600,10036,35,0,1987.623187
2022,600,7722,65,3,4016.884237
2023,1626,51389,50,2,28338.38361
2018,1199,24181,38,1,4995.157833
2018,1199,24181,38,1,6462.964073
2018,600,11063,20,2,13055.40188
2018,600,11063,20,2,20693.15281
2019,600,11063,21,0,5728.464828
2019,600,11063,21,0,16963.09975
2019,600,11063,21,0,21396.32102
2019,773,25577,50,4,12087.03708
2019,773,25577,50,4,3437.666696
2024,720,20191,50,2,11223.03625
2024,737,16238,41,1,48717.77164
2024,2975,71507,49,5,10717.5811
2017,600,14330,30,2,24220.35036
2018,600,14330,31,0,5227.861953
2019,600,14330,32,0,8189.835028
2024,600,18182,39,1,27009.48873
2020,826,20863,57,3,13081.43392
2023,833,26725,46,1,3793.137219
2021,846,21604,58,5,4704.221145
2018,1808,42207,40,2,18256.30845
2020,1257,26502,26,3,24084.47349
2017,973,29208,26,1,23821.16116
2017,973,29208,26,1,6897.096717
2020,600,9100,36,1,16458.90076
2021,600,9100,37,0,7326.438791
2018,600,7758,50,1,16616.45236
2022,600,7758,54,3,5393.868943
2019,650,19645,42,3,14188.61006
2019,650,19645,42,3,10921.50615
2019,650,19645,42,3,3726.421154
2024,600,11012,51,5,1366.154685
2020,600,15050,70,5,13085.22145
2021,1364,38521,69,3,5300.14899
2022,1355,32674,85,5,9790.363233
2024,600,5887,34,2,8462.117483
2020,2125,45544,41,1,8565.008902
2016,600,14245,34,0,18205.61947
2024,600,14456,51,5,4060.56968
2024,1586,34506,51,5,2042.551309
2024,1586,34506,51,5,5506.897004
2020,600,15100,37,2,16174.08967
2020,600,15100,37,2,3521.724006
2022,2190,53159,69,2,15614.81532
2018,600,13007,34,2,25059.06043
2018,600,13007,34,2,3271.958529
2019,600,13007,35,0,15617.01342
2020,600,13007,36,0,10241.66488
2020,600,13007,36,0,4986.309195
2024,600,11595,73,5,4510.505976
2019,927,17604,26,2,10057.60969
2023,927,17604,30,3,5879.14636
2023,927,17604,30,3,3566.572215
2024,927,17604,31,1,6759.735749
2019,600,9826,44,1,7052.816342
2019,600,9826,44,1,9926.639361
2019,600,14716,62,3,8792.535102
2019,2368,54451,45,2,21980.41032
2019,600,12021,46,4,32919.25545
2023,600,12021,50,5,14498.00127
2022,1136,30329,44,2,5691.425513
2023,1136,30329,45,0,12209.61475
2022,3284,83708,27,0,12269.84128
2016,600,13007,31,0,989.2727324
2019,600,14333,35,3,2909.094115
2020,600,14333,36,1,5434.713922
2023,600,14001,41,2,10490.19112
2023,600,14001,41,2,1761.465471
2022,600,17222,52,4,15809.23462
2022,988,19784,31,2,2039.426739
2022,988,19784,31,2,9776.337457
2023,988,19784,32,0,1564.175772
2022,600,14120,60,5,5037.594199
2024,600,14120,62,4,50077.88087
2019,791,16493,30,3,7681.204704
2019,791,16493,30,3,6736.85651
2023,791,16493,34,4,8714.59309
2022,600,15497,43,5,1456.326614
2018,1091,26710,35,1,12777.72922
2022,621,12521,37,1,14606.35666
2019,676,20721,43,4,6104.300475
2020,600,17903,45,5,4991.8368
2023,600,17903,48,5,23128.77274
2017,1067,24563,43,2,7451.944112
2021,1067,24563,47,3,18996.1702
2019,600,15369,48,2,4553.411976
2020,2339,55899,52,1,7036.848025
2023,600,10842,36,3,21646.89849
2019,1055,28073,53,3,6833.162637
2024,600,12507,43,5,13358.87428
2019,600,22183,54,4,1243.2104
2023,600,11600,53,4,12002.7051
2024,600,11600,54,2,9915.242539
2023,2089,50764,47,3,3152.016777
2023,600,10034,28,1,18490.3775
2023,600,10034,28,1,10831.8218
2024,600,10034,29,0,932.8322229
2024,600,10034,29,0,1761.216986
2019,600,13397,69,2,6787.865912
2021,600,8701,36,4,3408.195807
2017,600,20405,49,2,14340.46699
2023,650,20085,57,5,25278.48421
2021,600,12727,22,1,15021.89239
2022,601,18052,28,4,1268.984373
2019,600,11601,34,0,10544.55571
2021,885,14614,50,5,4680.867743
2024,600,7259,34,1,12328.10445
2022,624,13834,40,1,11730.07663
2022,624,13834,40,1,5128.298314
2023,624,13834,41,0,4274.772788
2018,600,11166,27,1,8261.37533
2018,600,11166,27,1,11882.13317
2019,600,11166,28,0,10248.9003
2020,600,11166,29,0,17861.33479
2021,600,11166,30,0,2267.710002
2021,600,11166,30,0,16282.1604
2022,600,11166,31,0,11963.75181
2022,600,11166,31,0,21528.17844
2017,600,11521,25,1,8885.183969
2017,600,9568,26,2,2930.79493
2019,600,9568,28,1,27709.60788
2022,600,9568,31,2,21980.67394
2019,600,11622,66,2,15824.99376
2024,600,11445,52,4,17118.93775
2023,600,9916,55,5,12189.30861
2023,600,16653,47,2,3767.309556
2021,600,7876,31,3,16796.69434
2021,600,7876,31,3,3295.815322
2022,600,7876,32,1,6429.482518
2023,600,7876,33,0,1389.423248
2024,600,7876,34,0,3810.585528
2024,600,7876,34,0,2532.079168
2017,1731,45074,56,2,2991.838721
2018,600,12636,30,1,5761.740338
2019,600,12636,31,0,5586.149833
2020,886,19907,54,4,16410.93212
2022,761,19019,37,1,26972.77239
2019,1579,37892,54,2,18731.98184
2021,1579,37892,56,1,10198.38135
2024,604,20757,38,2,7550.34897
2020,646,14369,45,4,2973.756881
2020,646,14369,45,4,1610.504529
2024,600,13394,54,5,10665.64617
2024,600,15935,52,4,6101.615914
2024,600,15935,52,4,7728.839574
2017,761,21414,22,2,7451.783894
2017,761,21414,22,2,1899.871328
2017,761,21414,22,2,14296.31684
2023,600,12734,57,2,2136.279818
2020,3638,82626,34,1,9066.561668
2020,3638,82626,34,1,13463.86333
2021,3638,82626,35,0,12318.75396
2022,3638,82626,36,0,16543.61457
2023,3638,82626,37,0,5840.260536
2024,700,23898,31,0,24022.14452
2022,600,14961,48,2,4909.767983
2017,2410,49307,32,2,4019.415574
2018,2410,49307,33,0,23720.86358
2021,672,15499,60,2,19724.25399
2019,2894,70701,49,4,9745.643974
2018,833,20929,42,2,5025.573657
2019,2492,54569,52,2,8459.341898
2020,2492,54569,53,0,10139.8134
2017,600,14189,37,1,32439.24712
2018,600,14189,38,0,17545.71283
2018,600,10793,31,3,12350.91398
2024,711,19778,47,5,8595.757856
2021,600,9005,26,0,14869.61066
2021,600,9005,26,0,1840.80937
2023,600,9005,28,1,10982.39882
2016,600,15029,26,0,7658.216629
2017,600,15029,27,0,9432.865836
2021,773,18725,71,4,6941.161577
2018,6000,90000,58,1,4352.333575
2020,6000,90000,60,1,8216.770369
2019,2782,70461,29,4,2719.71628
2021,2782,70461,31,3,69513.08889
2024,2782,70461,34,3,49187.73491
2018,901,20667,27,2,3802.427592
2018,901,20667,27,2,18327.47918
2021,600,14481,29,1,12185.45495
2023,600,11171,36,0,5583.621498
2023,600,11171,36,0,23183.07934
2021,1147,29995,67,3,4123.357388
2024,1872,49966,38,1,8005.635662
2022,600,12291,40,1,9261.384364
2022,1424,38234,57,3,56552.23735
2023,1424,38234,58,1,61015.19437
2024,1424,38234,59,0,27288.5055
2017,600,10457,47,2,3112.702219
2017,600,10457,47,2,30632.4459
2018,600,10457,48,0,22663.41406
2019,600,14513,26,1,23996.81691
2019,600,14513,26,1,2998.387123
2021,600,14513,28,1,3894.535768
2022,600,14513,29,0,28978.15722
2023,600,14513,30,0,16975.24936
2024,710,16665,44,0,8555.660102
2019,667,19528,45,2,2569.923617
2019,600,7446,70,2,5731.393191
2023,936,23904,58,1,2396.168969
2024,936,23904,59,0,2152.806943
2022,661,18142,32,2,13125.05901
2022,661,18142,32,2,28363.05732
2022,661,18142,32,2,13234.23564
2024,661,18142,34,1,3629.148961
2024,600,12220,42,2,19915.94355
2021,1662,44827,57,3,10546.30053
2017,600,21260,19,1,6463.284587
2022,600,16623,41,3,6987.53317
2023,600,16623,42,1,18699.16725
2018,631,15603,48,4,5654.845137
2022,631,15603,52,5,2081.272942
2019,1287,28347,38,3,5033.064004
2021,1287,28347,40,2,20214.0137
2024,955,23786,29,3,17428.19849
2020,1051,23706,30,2,12100.02392
2021,1051,23706,31,0,1863.791702
2021,1051,23706,31,0,9846.540855
2021,1051,23706,31,0,3304.73947
2023,1051,23706,33,1,5131.233219
2023,1051,23706,33,1,19086.69275
2024,1051,23706,34,0,33775.75813
2021,1714,50838,46,3,33387.51757
2021,1545,34753,51,3,15431.53315
2021,1545,34753,51,3,21236.50321
2021,792,18245,45,1,9324.591046
2022,600,13103,48,2,14021.23015
2017,799,19134,45,2,16417.66383
2018,799,19134,46,0,28655.24185
2019,600,12583,25,2,6500.720062
2020,600,12583,26,0,12715.9806
2021,600,12583,27,0,16119.39982
